id,title,alt_titles,hash,year,artist_name,src,width_px,height_px,faille_id,hulsker_id,is_wikiart_vangogh_oil_painting,is_lmi_concordance_vangogh_oil_painting,exclude_from_training,run_1,run_1_train_val_test_images,run_2,run_2_train_test_images,run_3,run_3_train_test_images,run_4,run_4_train_test_images,run_5,run_5_train_test_images,run_6,run_6_train_test_images,run_7,run_7_train_test_images
2100,At the Music Hall Loie Fuller - Henri de Toulouse-Lautrec,,9d1ae772207867a89747ae733f712c5511071079dff26d6662c0d8de5f747644.jpg,1892,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/at-the-music-hall-loie-fuller-1892.jpg,744,1045,,,FALSE,FALSE,FALSE,0,0,1,train,0,0,0,0,1,train,0,0,1,train
2101,Ballet de Papa Chrysanth me - Henri de Toulouse-Lautrec,,72b43b4cd14473c4a832b030c82e9769c41aaff4aaff28c0314fb3484ca3b32e.jpg,1892,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/ballet-de-papa-chrysanth-me-1892.jpg,625,700,,,FALSE,FALSE,FALSE,1,test,0,0,1,train,1,test,1,test,0,0,0,0
2102,Corner in the Moulin de la Galette - Henri de Toulouse-Lautrec,,7c2617e9a849a5eaf0b1f29f9f0afa684a84df148e1440e0166a003a003c3937.jpg,1892,Henri Toulouse-Lautrec,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/corner-in-the-moulin-de-la-galette-1892.jpg,793,913,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,0,0,1,train,0,0,0,0
2103,Jane Avril - Henri de Toulouse-Lautrec,,2907cf9795e53b2a08ad226be6e3fa241430605210372a51097e1a9d05331efa.jpg,1892,Henri Toulouse-Lautrec,https://uploads2.wikiart.org/images/henri-de-toulouse-lautrec/jane-avril-1892.jpg,300,453,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,train,1,train,0,0
2104,Jane Avril Dancing - Henri de Toulouse-Lautrec,,08cebad12ec9de690b16867e04a310fe195f62fda7c20c2051030d52e118a2fa.jpg,1892,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/jane-avril-dancing-1892.jpg,556,700,,,FALSE,FALSE,FALSE,1,val,0,0,0,0,1,test,0,0,0,0,1,train
2105,Jane Avril Dancing - Henri de Toulouse-Lautrec,,703de9f5e541adbfc3f99ede13414daa3e6ad605585397a6e17fdde56352ccb8.jpg,1892,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/jane-avril-dancing-1892-1.jpg,565,1097,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,1,train,1,test
2106,Jane Avril enter the Moulin Rouge - Henri de Toulouse-Lautrec,,3147960f89a550616c2790d21827ea41973a6a162a996790585cbd304396cbad.jpg,1892,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/jane-avril-enter-the-moulin-rouge-1892.jpg,1746,3198,,,FALSE,FALSE,FALSE,0,0,1,train,1,test,0,0,1,test,1,train,0,0
2107,La Goulue Arriving at the Moulin Rouge with Two Women - Henri de Toulouse-Lautrec,,434d670539fa15756d26cb1fc81ae538366d08824e1d63f1b22a16626904f929.jpg,1892,Henri Toulouse-Lautrec,https://uploads0.wikiart.org/images/henri-de-toulouse-lautrec/la-goulue-arriving-at-the-moulin-rouge-with-two-women-1892.jpg,831,1102,,,FALSE,FALSE,FALSE,0,0,1,train,1,train,0,0,1,train,0,0,0,0
2108,Les Ambassadeurs Aristide Bruant and His Cabaret - Henri de Toulouse-Lautrec,,0ef76808665060d1eeb3a00a47ed61263d103d5100d6d11daf0bdc1d977e093e.jpg,1892,Henri Toulouse-Lautrec,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/les-ambassadeurs-aristide-bruant-and-his-cabaret-1892.jpg,328,726,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,0,0,1,train,1,train,0,0
2109,Louis Pascal - Henri de Toulouse-Lautrec,,34cec6360a22ac13d7ffe93b9c47bc26138df7ee846cfcfefe946a033cff0a60.jpg,1892,Henri Toulouse-Lautrec,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/louis-pascal-1892.jpg,719,1101,,,FALSE,FALSE,FALSE,1,test,0,0,1,train,0,0,1,train,0,0,1,train
2110,Woman with a Black Boa - Henri de Toulouse-Lautrec,,0237d57bac4b3d0f45a10831f92a4e7940bd01ba25133eb4b7433a9e057058f5.jpg,1892,Henri Toulouse-Lautrec,https://uploads5.wikiart.org/images/henri-de-toulouse-lautrec/woman-with-a-black-boa-1892.jpg,849,1091,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,0,0,0,0,1,train,0,0
2111,A Day Out - Henri de Toulouse-Lautrec,,b70c1ef6fc912ee768945b6dde74e2aed3de14e16c4e52944f4f682f45ff171c.jpg,1893,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/a-day-out-1893.jpg,758,1098,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,0,0,1,train,0,0,1,train
2112,In bed - Henri de Toulouse-Lautrec,,19f720d354c0063389241d0063faebcf500549573dd8f83ae8dcc975c72a8af7.jpg,1893,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/in-bed-1893.jpg,3176,2465,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,0,0,0,0,0,0,0,0
2113,Jane Avril leaving the Moulin Rouge - Henri de Toulouse-Lautrec,,190ef62c9a8675d22a1b67f41edd2b1b5a0269b3476401c02b7c34a3cfb1291c.jpg,1893,Henri Toulouse-Lautrec,https://uploads0.wikiart.org/images/henri-de-toulouse-lautrec/jane-avril-leaving-the-moulin-rouge-1893.jpg,2536,3341,,,FALSE,FALSE,FALSE,1,test,0,0,1,train,0,0,0,0,1,train,0,0
2114,Jane Avril Seen from the Back - Henri de Toulouse-Lautrec,,ba55a49ca984927d9097f2c1aa1afef90f1d701b8af736344018dc5270497fbf.jpg,1893,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/jane-avril-seen-from-the-back-1893.jpg,812,1043,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,0,0,0,0,1,train,0,0
2115,La Macarona in Riding Habit - Henri de Toulouse-Lautrec,,1bda635ad52c04ae8562ab6415605cd722fc99670e24d5da29527948593ccdc2.jpg,1893,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/la-macarona-in-riding-habit-1893.jpg,821,1071,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,0,0,1,train,0,0,0,0
2116,Lo e Fuller in - Henri de Toulouse-Lautrec,,aa0914c448550db05a167bf45dbd4f4176265d6252873c1afaa6847aeca958db.jpg,1893,Henri Toulouse-Lautrec,https://uploads6.wikiart.org/images/henri-de-toulouse-lautrec/lo-e-fuller-in-1893.jpg,546,700,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
2117,M. Delaporte at the Jardin de Paris - Henri de Toulouse-Lautrec,,d1db3c309e80a60551d4e7301ff39293036f3079c4d92b63d0f281865581dfe5.jpg,1893,Henri Toulouse-Lautrec,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/m-delaporte-at-the-jardin-de-paris-1893.jpg,1004,1099,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
2118,M. Praince - Henri de Toulouse-Lautrec,,08b05e8bbdb1d254726a1dd4574c06cdf9784210668d4876fadda84d0947cd6e.jpg,1893,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/m-praince-1893.jpg,791,1093,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,0,0,0,0,0,0,0,0
2119,Monsieur Boileau - Henri de Toulouse-Lautrec,,5aeac7db48d3cb0c227dc9d72a8a2404f1bb2384589e1c9bed99881b5bfe8b8c.jpg,1893,Henri Toulouse-Lautrec,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/monsieur-boileau-1893.jpg,1000,1247,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,1,train
2120,Monsieur Louis Pascal from the Rear - Henri de Toulouse-Lautrec,,c5f5333f195ca817bf00f4e13c81f65d1e264b3fcd3cbacb9373c14495141836.jpg,1893,Henri Toulouse-Lautrec,https://uploads0.wikiart.org/images/henri-de-toulouse-lautrec/monsieur-louis-pascal-from-the-rear-1893.jpg,773,1114,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,0,0,0,0,0,0,1,train
2121,Nude Girl - Henri de Toulouse-Lautrec,,33a83ffb9158f2a665f41273ea67884a402b85e77b14a5d38b871a3467c12dff.jpg,1893,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/nude-girl-1893.jpg,501,750,,,FALSE,FALSE,FALSE,1,val,1,train,0,0,1,test,1,train,0,0,1,test
2122,Portrait of Madame de Gortzikolff - Henri de Toulouse-Lautrec,,d5a73fb4d875c86e0d1380b1002f78ca66271fc7ac26a457517ddc08bbd6e462.jpg,1893,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/portrait-of-madame-de-gortzikolff-1893.jpg,533,800,,,FALSE,FALSE,FALSE,0,0,1,train,0,0,0,0,1,train,0,0,0,0
2123,The Card Players - Henri de Toulouse-Lautrec,,f245f5b53c02a8e450c3b11ffc888b6c762ffd268730ae64ded59b46275b242d.jpg,1893,Henri Toulouse-Lautrec,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/the-card-players-1893.jpg,814,1101,,,FALSE,FALSE,FALSE,1,val,1,train,0,0,0,0,1,test,1,train,0,0
2124,The Divan - Henri de Toulouse-Lautrec,,ae648c2f8b32eea42ccac9308a33fbc95bdbdd60d40dfee329e6312e428a7158.jpg,1893,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/the-divan-1893.jpg,2536,2009,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,0,0,1,train,1,test,0,0
2125,The Madame Redoing Her Bun - Henri de Toulouse-Lautrec,,e196314cd45accc0999ebb60edf8d3a0afb09160c214db01a944141c13623995.jpg,1893,Henri Toulouse-Lautrec,https://uploads0.wikiart.org/images/henri-de-toulouse-lautrec/the-madame-redoing-her-bun-1893.jpg,497,1085,,,FALSE,FALSE,FALSE,1,test,0,0,0,0,0,0,1,train,1,train,0,0
2126,The Theater Box with the Gilded Mask - Henri de Toulouse-Lautrec,,9c747e5f6e354f5e33855d6b846ad05d6675aeb53005e77bf0b6d241830230d6.jpg,1893,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/the-theater-box-with-the-gilded-mask-1893.jpg,557,800,,,FALSE,FALSE,FALSE,1,val,1,train,0,0,0,0,0,0,1,train,1,train
2127,The Pierreuse Gabrielle - Henri de Toulouse-Lautrec,,3619a53467c165c9a75ab0f2d3fb1947eeb5880c1d1662d51494d2a80cfad97e.jpg,1893,Henri Toulouse-Lautrec,https://uploads6.wikiart.org/images/henri-de-toulouse-lautrec/the-pierreuse-gabrielle-1893.jpg,828,1035,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
2128,Le Blanchisseur de la Maison - Henri de Toulouse-Lautrec,,1d04fc3261de5c49a6e53315ac1cba7b3b0b390883b205f9659a10a41e212138.jpg,,Henri Toulouse-Lautrec,https://uploads0.wikiart.org/00250/images/henri-de-toulouse-lautrec/5-1.jpg,672,853,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,0,0,1,train,0,0,0,0
2129,Indian Decor - Henri de Toulouse-Lautrec,,f2ffc2d92be4ebfed04f94c3d4c8768b314321a8bf6f7ff146a1c8decf0b9fa0.jpg,1894,Henri Toulouse-Lautrec,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/indian-decor-1894.jpg,1039,714,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,train,0,0,0,0
2130,"Monsieur, Madame and the Dog (Coupled brothel keepers) - Henri de Toulouse-Lautrec",,67bce74e55aaef8f5654e9e5d95df0fc011f06038e8e9b45c4e35b3482ca1ee7.jpg,,Henri Toulouse-Lautrec,https://uploads2.wikiart.org/images/henri-de-toulouse-lautrec/monsieur-madame-and-the-dog-coupled-brothel-keepers.jpg,2536,2083,,,FALSE,FALSE,FALSE,1,test,0,0,1,train,1,train,1,train,0,0,0,0
2131,Portrait of Marcelle - Henri de Toulouse-Lautrec,,043a4a00038bbfe128812f38cefbc9db0d7e0bbe5703b08458c456d1dc62e11c.jpg,1894,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/portrait-of-marcelle-1894.jpg,482,800,,,FALSE,FALSE,FALSE,0,0,1,train,0,0,0,0,0,0,1,train,1,train
2132,Prostitutes Around a Dinner Table - Henri de Toulouse-Lautrec,,665d017854ce55c9626bd7f673778927c7107365990b3d714f5a7bab4ab4ddd1.jpg,,Henri Toulouse-Lautrec,https://uploads2.wikiart.org/images/henri-de-toulouse-lautrec/prostitutes-around-a-dinner-table.jpg,1012,740,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,1,train,0,0
2133,The Laundryman Calling at the Brothal - Henri de Toulouse-Lautrec,,6a3b03a4f825c73f005b7e9cd7621e181fc683f37d140cb9e51785ae1394849a.jpg,1894,Henri Toulouse-Lautrec,https://uploads2.wikiart.org/images/henri-de-toulouse-lautrec/the-laundryman-calling-at-the-brothal-1894.jpg,860,1098,,,FALSE,FALSE,FALSE,1,train,0,0,1,test,1,train,1,test,1,test,1,train
2134,The Salon de la Rue des Moulins - Henri de Toulouse-Lautrec,,a2712249a2c8e670d84ca153d0aea84e049022c57af7d62ee52d75d284803bc2.jpg,1894,Henri Toulouse-Lautrec,https://uploads5.wikiart.org/images/henri-de-toulouse-lautrec/the-salon-de-la-rue-des-moulins-1894.jpg,2536,2116,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,test,1,train,0,0,0,0
2135,The Tatooed Woman - Henri de Toulouse-Lautrec,,8e9b90c61a3243105a17ff50c676fa6aa108188b74eb69e2cbbdcfb1f8f2fc24.jpg,1894,Henri Toulouse-Lautrec,https://uploads0.wikiart.org/images/henri-de-toulouse-lautrec/the-tatooed-woman-1894.jpg,788,1047,,,FALSE,FALSE,FALSE,0,0,1,train,0,0,0,0,1,test,1,train,1,train
2136,The Two Friends - Henri de Toulouse-Lautrec,,800dc06c9f7cbdeaac264963e9bbe04361560f5a29d93057504c5e71b2737fb2.jpg,1894,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/the-two-friends-1894.jpg,1256,1783,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,0,0,0,0,0,0,1,train
2137,The Two Girlfriends - Henri de Toulouse-Lautrec,,ccb192e47c931cc0c20c1f37ccaff1e8571a9b61d836b0e7128d01168a0dd230.jpg,1894,Henri Toulouse-Lautrec,https://uploads2.wikiart.org/images/henri-de-toulouse-lautrec/the-two-girlfriends-1894.jpg,557,800,,,FALSE,FALSE,FALSE,1,test,0,0,1,test,0,0,1,train,1,train,1,train
2138,Two Half Naked Women Seen from Behind in the Rue des Moulins Brothel - Henri de Toulouse-Lautrec,,3fc0d91f1fd449cfe547bd7b80c141ce5a198ba9bbce1b691dc7907a293b4b19.jpg,1894,Henri Toulouse-Lautrec,https://uploads6.wikiart.org/images/henri-de-toulouse-lautrec/two-half-naked-women-seen-from-behind-in-the-rue-des-moulins-brothel-1894.jpg,557,800,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,0,0,0,0
2139,Woman Pulling up Her Stockings - Henri de Toulouse-Lautrec,,a925b852148f1936451b1e171711fd5d6592cd01fb4a595fec4806906aac257a.jpg,1894,Henri Toulouse-Lautrec,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/woman-pulling-up-her-stockings-1894.jpg,623,800,,,FALSE,FALSE,FALSE,0,0,0,0,1,train,0,0,0,0,1,test,0,0
2140,Woman brothel - Henri de Toulouse-Lautrec,,667a2f43e91418db72978836deff359905fc311366af7ed7e02fe506b667becd.jpg,1894,Henri Toulouse-Lautrec,https://uploads5.wikiart.org/images/henri-de-toulouse-lautrec/woman-brothel-1894.jpg,2536,3606,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,0,0,0,0,0,0
2141,Yvette Guibert singing - Henri de Toulouse-Lautrec,,b3e9e1de9ad58c2c5292f8d18c6e3f708dd68f5db46daf27eec405b5c0c4a4dc.jpg,1894,Henri Toulouse-Lautrec,https://uploads5.wikiart.org/images/henri-de-toulouse-lautrec/yvette-guibert-singing-1894.jpg,1138,1581,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,0,0,0,0,1,train,0,0
2142,Yvette Guilbert - Henri de Toulouse-Lautrec,,f0277767de187e7cdb862b03a48a248164820f39d17a225d89d284ef9eb42e00.jpg,1894,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/yvette-guilbert-1894.jpg,2024,4078,,,FALSE,FALSE,FALSE,1,test,1,test,1,test,0,0,0,0,0,0,0,0
2143,Yvette Guilbert Taking a Curtain Call - Henri de Toulouse-Lautrec,,1f076f007ce321c9d2edea3b03eb4989b9362efa02bad1a6ef89622fb07453ac.jpg,1894,Henri Toulouse-Lautrec,https://uploads2.wikiart.org/images/henri-de-toulouse-lautrec/yvette-guilbert-taking-a-curtain-call-1894.jpg,349,700,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,0,0,1,train,0,0,1,train
2144,The Medical Inspection - Henri de Toulouse-Lautrec,,efa60e98a50b911d08da8d187caccfd11b9c18a7f411334033ec230ab94549d1.jpg,,Henri Toulouse-Lautrec,https://uploads0.wikiart.org/images/henri-de-toulouse-lautrec/the-medical-inspection.jpg,785,1109,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,0,0,1,test,1,train,1,test
2145,Abandonment (The pair) - Henri de Toulouse-Lautrec,,799b996a0a401029749a402751a1b71b547fb3e50e7e8a50a6246ce101644151.jpg,1895,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/abandonment-the-pair-1895.jpg,5833,3985,,,FALSE,FALSE,FALSE,1,train,1,test,0,0,0,0,1,train,1,train,1,test
2146,Booth of La Goulue at the Foire du Trone (Dance at the Moulin Rouge) - Henri de Toulouse-Lautrec,,13db13c6c8302ac08d97f9fa5f860679446877a540d5668456d4309d0e04f7b5.jpg,1895,Henri Toulouse-Lautrec,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/booth-of-la-goulue-at-the-foire-du-trone-dance-at-the-moulin-rouge-1895.jpg,3176,2998,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,0,0,0,0,0,0,0,0
2147,Booth of La Goulue at the Foire du Trone (The Moorish Dance) - Henri de Toulouse-Lautrec,,431b75bdfe4511f10a24a3d039513ff84aff4b9c2137eed45b9524836df96a9f.jpg,1895,Henri Toulouse-Lautrec,https://uploads5.wikiart.org/images/henri-de-toulouse-lautrec/booth-of-la-goulue-at-the-foire-du-trone-the-moorish-dance-1895.jpg,3176,2929,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,1,train,0,0,0,0,0,0
2148,Marcelle Lender Dancing in the Bolero in Chilperic - Henri de Toulouse-Lautrec,,dc76b302cd3d6effb10fdc15d044391f5fefb4388a767f6a41b2c0e6c918331c.jpg,1895,Henri Toulouse-Lautrec,https://uploads6.wikiart.org/images/henri-de-toulouse-lautrec/marcelle-lender-dancing-in-the-bolero-in-chilperic-1895.jpg,1046,1056,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,0,0,0,0,0,0,0,0
2149,May Milton - Henri de Toulouse-Lautrec,,87245f18ce4417db05f3b99e389bc56730bef57bc5e125b9a6dc96b452932b8c.jpg,1895,Henri Toulouse-Lautrec,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/may-milton-1895-1.jpg,684,973,,,FALSE,FALSE,FALSE,1,test,1,train,0,0,0,0,0,0,1,train,0,0
2150,Miss May Belfort - Henri de Toulouse-Lautrec,,70bfc9f24e9310781e4191cc55844f19a793e6034904332b2715a9ab118e596a.jpg,1895,Henri Toulouse-Lautrec,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/miss-may-belfort-1895.jpg,750,975,,,FALSE,FALSE,FALSE,1,test,0,0,1,train,1,test,0,0,1,train,1,train
2151,The Beauty and the Beast The Bezique - Henri de Toulouse-Lautrec,,42c0728fb6e94a63fcb70f69bb79d80461a322ec45a0a70f2c785b10ab2c0bb3.jpg,1895,Henri Toulouse-Lautrec,https://uploads1.wikiart.org/images/henri-de-toulouse-lautrec/the-beauty-and-the-beast-the-bezique-1895.jpg,839,1098,,,FALSE,FALSE,FALSE,1,test,0,0,0,0,0,0,0,0,1,train,1,train
2152,The Chatelaine (The Tocsin) - Henri de Toulouse-Lautrec,,d5c7b638b445c63cd463383c007fdf8a86b29ea4f542c122b02515135ba06cfe.jpg,1895,Henri Toulouse-Lautrec,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/the-chatelaine-the-tocsin-1895.jpg,861,1076,,,FALSE,FALSE,FALSE,1,test,1,test,1,train,1,train,1,train,0,0,0,0
2153,The Clown Cha U Kao - Henri de Toulouse-Lautrec,,3d4d636692daddb141d7fbef69ef2164ee3ed03179d1e061e24967691ffab8da.jpg,1895,Henri Toulouse-Lautrec,https://uploads2.wikiart.org/images/henri-de-toulouse-lautrec/the-clown-cha-u-kao-1895.jpg,786,1066,,,FALSE,FALSE,FALSE,1,train,1,test,0,0,0,0,1,train,1,test,0,0
2154,The clownesse Cha u Kao at the Moulin Rouge - Henri de Toulouse-Lautrec,,c9bd69ecce269b04b9ac4f808dfccb1f975745be3bea827e100dee4693767304.jpg,1895,Henri Toulouse-Lautrec,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/the-clownesse-cha-u-kao-at-the-moulin-rouge-1895.jpg,907,1278,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,0,0,0,0,1,train,0,0
2155,The Promenoir the Moulin Rouge - Henri de Toulouse-Lautrec,,be730bffe18cb5f09708b9a6e738b8ad7e6142c43dfaac2ce43af798e19047b3.jpg,1895,Henri Toulouse-Lautrec,https://uploads4.wikiart.org/images/henri-de-toulouse-lautrec/the-promenoir-the-moulin-rouge-1895.jpg,2536,2217,,,FALSE,FALSE,FALSE,1,val,0,0,1,train,1,train,1,test,1,train,0,0
2156,Tristan Bernard at the Buffalo Station - Henri de Toulouse-Lautrec,,e77cf83d80fc2e3c7f7d07690d8ce773ec22ba3dce47d1fd5b0095fbe6ad1ce9.jpg,1895,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/tristan-bernard-at-the-buffalo-station-1895.jpg,800,635,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,1,train,0,0,0,0
2157,Two Friends - Henri de Toulouse-Lautrec,,e3f38bab5506992b812ccee300788da0a3a4eaf4e62b8ce86ef6e751b7ebbd23.jpg,1895,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/two-friends-1895.jpg,750,498,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2158,Two Friends - Henri de Toulouse-Lautrec,,59b96d52c6dfb15b7b5902dbab1a7e3da3c3f734a8d64a44821498a1d9d68401.jpg,1895,Henri Toulouse-Lautrec,https://uploads5.wikiart.org/images/henri-de-toulouse-lautrec/two-friends-1895-1.jpg,1103,840,,,FALSE,FALSE,FALSE,1,test,1,test,0,0,0,0,1,train,0,0,0,0
2159,"Woman Lying on Her Back, Both Arms Raised - Henri de Toulouse-Lautrec",,90883d0d2da6d094c11b4aff5c20db2524c04c3873bd54b655884cb96133d55b.jpg,1895,Henri Toulouse-Lautrec,https://uploads5.wikiart.org/images/henri-de-toulouse-lautrec/woman-lying-on-her-back-both-arms-raised-1895.jpg,595,700,,,FALSE,FALSE,FALSE,1,test,1,train,1,train,0,0,1,train,1,train,1,train
2160,Alone (Elles) - Henri de Toulouse-Lautrec,,3b69b6a98ea0d50addd446f46f0093ad581359c92a26c5ec545f24bab1076747.jpg,1896,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/alone-elles-1896.jpg,761,591,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,train,0,0,1,test,1,test
2161,Extra in the Folies Bergere Revue - Henri de Toulouse-Lautrec,,17f93515b47928344812a4f22f6a7c8b761faa0b051e08a50c5859f6a96ebeb6.jpg,1896,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/extra-in-the-folies-bergere-revue-1896.jpg,737,1036,,,FALSE,FALSE,FALSE,0,0,0,0,1,train,1,train,1,train,1,train,0,0
2162,Head of a Woman - Henri de Toulouse-Lautrec,,51163561ab70a0250da7f15ec35d6740d035d1e5d160ff8631603de14a51a3c3.jpg,1896,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/head-of-a-woman-1896.jpg,849,1000,,,FALSE,FALSE,FALSE,0,0,1,train,0,0,1,train,1,test,0,0,0,0
2163,Lucie Bellanger - Henri de Toulouse-Lautrec,,f6506414b48f57def766782dc2d3289c5a03320f3ad8e77f379eea3e9b81af72.jpg,1896,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/lucie-bellanger-1896.jpg,544,750,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,1,test,0,0
2164,Madame E. Tapie de Celeyran in a Garden - Henri de Toulouse-Lautrec,,c576065ae0d48b1b7982b4deb472f22f987d6cfca6bd9d084b459d3675d53f9e.jpg,1896,Henri Toulouse-Lautrec,https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/madame-e-tapie-de-celeyran-in-a-garden-1896.jpg,663,957,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,0,0,0,0,0,0,0,0
2165,Maxime Dethomas At the Ball of the Opera - Henri de Toulouse-Lautrec,,b88a338cdcb9f273ccfe493a1208f1ec6a97524cd57f49fb77b92e7c9b351fbd.jpg,1896,Henri Toulouse-Lautrec,https://uploads5.wikiart.org/images/henri-de-toulouse-lautrec/maxime-dethomas-at-the-ball-of-the-opera-1896.jpg,2024,2624,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,0,0,0,0,1,train
2166,Ruhendes Modell - Henri de Toulouse-Lautrec,,6046bf615a5111aa1b36acd62f64ea4ab30388ac35382a142412e1be155156c3.jpg,1896,Henri Toulouse-Lautrec,https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/ruhendes-modell-1896.jpg,2024,2757,,,FALSE,FALSE,FALSE,1,test,0,0,0,0,0,0,1,train,0,0,1,train
2167,The Sofa - Henri de Toulouse-Lautrec,,d2613261db5b013395a711b88bf7563c5d31698d588958daacebb3df5c677e5e.jpg,1896,Henri Toulouse-Lautrec,https://uploads0.wikiart.org/images/henri-de-toulouse-lautrec/the-sofa-1896.jpg,2536,1930,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,train,1,test,1,train,0,0
